TF_gene,tissue_bladder,TF_transcript_id_bladder,target_gene_bladder,target_transcript_id_bladder,importance_bladder,bladder_percentage,bladder_opposite_percentage,tissue_uterus,TF_transcript_id_uterus,target_gene_uterus,target_transcript_id_uterus,importance_uterus,uterus_percentage,uterus_opposite_percentage,log2FoldChange,regulation_status,is_common_TF
ZNF304,bladder,ZNF304-201,TMEM249,TMEM249-201,3.545197038067439,0.11785114366002614,0.8821488563399739,uterus,ZNF304-201,ZNF304,0,4.407355140330519,0.8821488563399739,0.11785114366002614,0.0,0,True
EGR3,bladder,EGR3-201,ATP6AP2,ATP6AP2-210,3.5364139373695203,0.17155963302752283,0.8284403669724771,uterus,EGR3-201,DPH1,DPH1-212,4.535148785706982,0.8284403669724771,0.17155963302752286,0.0,0,True
CIITA,bladder,CIITA-201,IL12RB1,0,3.5343351750824694,0.10194157007568835,0.8980584299243116,uterus,CIITA-201,CIITA,CIITA-207,5.683597563220077,0.8980584299243116,0.10194157007568838,0.0,0,True
MUC1,bladder,MUC1-219,RTL5,0,3.531862265200267,0.0,0.0,uterus,MUC1-217,MUC1,0,4.889636991794766,0.8812379002493071,0.11876209975069285,-6.67672664497057,Downregulated,True
GLI3,bladder,GLI3-201,GLI3,0,3.52702803091925,0.053340788928441275,0.9466592110715587,uterus,GLI3-201,GLI3,0,6.593531931930446,0.9466592110715587,0.053340788928441296,0.0,0,True
CEBPD,bladder,CEBPD-201,NAA25,0,3.5223721369484364,0.1946798447966334,0.8053201552033666,uterus,CEBPD-201,DEPP1,DEPP1-201,5.440539406903159,0.8053201552033666,0.19467984479663336,0.0,0,True
LCN10,bladder,LCN10-204,DDIT3,DDIT3-201,6.6755865252146975,0.1486538837653643,0.8513461162346357,uterus,LCN10-204,ATF6B,ATF6B-211,3.966784163625882,0.9171257877971756,0.08287421220282443,0.0,0,False
HOXC9,bladder,0,HOXC6,HOXC6-201,6.658875725815277,0.02084870168191207,0.9791512983180879,uterus,0,HOXC8,HOXC8-201,4.021784136416654,0.9283531409168082,0.0716468590831918,0.0,0,False
CAMSAP2,bladder,CAMSAP2-205,ING4,ING4-213,6.610507075567658,0.08791208791208793,0.9120879120879121,uterus,0,ATRX,ATRX-201,3.928458964469141,0.8983310072109792,0.10166899278902075,-3.20557231999871,Downregulated,False
ZNF451,bladder,ZNF451-210,CREB3L4,CREB3L4-205,6.51582591906098,0.09261848015400126,0.9073815198459987,uterus,0,ZNF451,ZNF451-203,7.59566988570519,0.8961858871139251,0.1038141128860749,0.0,0,False
EPHB4,bladder,EPHB4-201,PCGF2,PCGF2-202,6.061187208523872,0.12720313629760333,0.8727968637023966,uterus,EPHB4-210,ADNP,ADNP-202,4.09138331207759,0.891286467310842,0.10871353268915795,1.63997099915871,Upregulated,False
GGNBP2,bladder,GGNBP2-217,EWSR1,EWSR1-201,6.029597496589023,0.0,0.0,uterus,GGNBP2-215,UBP1,UBP1-212,5.085832643323592,0.922792780723076,0.07720721927692398,0.0,0,False
ZNF780A,bladder,ZNF780A-211,HBP1,HBP1-203,5.925670680803783,0.0843475290776062,0.9156524709223938,uterus,ZNF780A-203,ZNF175,ZNF175-201,3.910913665102687,0.8941170498959442,0.1058829501040558,-3.09545371688928,Downregulated,False
INSIG1,bladder,0,NPM1,NPM1-204,5.916678665661208,0.08908989154931704,0.910910108450683,uterus,INSIG1-201,SREBF2,SREBF2-201,3.872420118153266,0.8904911740806694,0.10950882591933064,0.0,0,False
FHL1,bladder,FHL1-215,HIVEP3,HIVEP3-205,5.91248017079098,0.0,0.0,uterus,FHL1-230,MAFK,MAFK-202,4.331987644222402,0.927286856846809,0.072713143153191,-10.5370116331457,Downregulated,False
ITGA5,bladder,ITGA5-204,MED15,MED15-202,5.883952645819102,0.10133170371502054,0.8986682962849795,uterus,ITGA5-208,HSF1,HSF1-210,4.580856321450915,0.9022909170457203,0.09770908295427971,-1.92582376446456,Downregulated,False
FAM50A,bladder,FAM50A-202,FOS,FOS-206,5.857346540091786,0.3508853089510541,0.6491146910489459,uterus,FAM50A-204,RELA,RELA-205,4.011109314878411,0.9250029356888431,0.07499706431115694,0.0,0,False
ATMIN,bladder,ATMIN-206,PARP14,PARP14-201,5.856640426909413,0.0,0.0,uterus,ATMIN-201,NCOA4,NCOA4-204,6.982364056397381,0.8454286929472692,0.1545713070527308,0.0,0,False
MDM4,bladder,MDM4-203,ZNF274,ZNF274-207,5.844737052252,0.0,0.0,uterus,0,COPS5,COPS5-210,3.885945641788587,0.9243641567701926,0.07563584322980743,0.0,0,False
HNRNPU,bladder,HNRNPU-217,HDAC3,HDAC3-210,5.802987025295588,0.08316306920478225,0.9168369307952178,uterus,HNRNPU-207,KAT6A,KAT6A-204,4.518712158504957,0.0,0.0,0.0,0,False
SZRD1,bladder,SZRD1-202,TFE3,TFE3-204,5.6712867527359565,0.1209219883741345,0.8790780116258655,uterus,SZRD1-202,ETV3,ETV3-202,5.071935502222424,0.8704106667591396,0.12958933324086042,0.0,0,False
DCTN2,bladder,DCTN2-202,ABL1,ABL1-202,5.581577004133609,0.11369974831644108,0.886300251683559,uterus,DCTN2-209,KAT2A,KAT2A-202,4.526848544268005,0.9177848973193202,0.08221510268067977,0.0,0,False
IQSEC1,bladder,IQSEC1-204,SRCAP,SRCAP-202,5.575053386269484,0.09199279647349744,0.9080072035265025,uterus,0,MTA3,MTA3-203,4.304699896330289,0.9026688788014048,0.09733112119859522,0.0,0,False
EMX2,bladder,0,EMX2,EMX2-204,5.566410760335605,0.003434316244421693,0.9965656837555783,uterus,0,EMX2,EMX2-203,6.732157329056551,0.9972140968609792,0.002785903139020829,5.46713178606363,Upregulated,False
TOX2,bladder,TOX2-203,SREBF1,SREBF1-223,5.564262491874913,0.15907161910920706,0.8409283808907929,uterus,0,TOX2,TOX2-204,4.1385492770802985,0.7110846842335857,0.28891531576641427,-1.53970212778877,Downregulated,False
FHIP2B,bladder,FHIP2B-207,MAZ,MAZ-203,5.487968986113931,0.1210259572483839,0.8789740427516161,uterus,FHIP2B-210,MED15,MED15-231,5.012871165359916,0.908292725756179,0.09170727424382097,0.0,0,False
E2F5,bladder,0,IRF3,IRF3-218,5.442098701003677,0.09288579505458279,0.9071142049454172,uterus,0,NCOR1,NCOR1-219,4.607742551429899,0.9125266686985676,0.08747333130143242,0.0,0,False
C1S,bladder,C1S-202,MNT,MNT-201,5.423059896826825,0.11733900897686686,0.8826609910231331,uterus,C1S-215,BCL6,BCL6-201,5.085259396470823,0.8652019361669944,0.13479806383300563,-8.83376578161118,Downregulated,False
ZBTB48,bladder,0,PLAGL1,PLAGL1-204,5.396348565284266,0.17121343623184998,0.82878656376815,uterus,0,ZBTB48,ZBTB48-202,5.784416637415029,0.9004432301153612,0.0995567698846388,0.0,0,False
FBXL22,bladder,0,ETS1,ETS1-202,5.385330083136304,0.11584740675417952,0.8841525932458205,uterus,FBXL22-201,TGFB1I1,TGFB1I1-203,4.584400861035819,0.9256024619970756,0.07439753800292437,0.0,0,False
TMEM120A,bladder,TMEM120A-204,ZNF384,ZNF384-202,5.35963774567004,0.10987740133983677,0.8901225986601632,uterus,TMEM120A-210,CXXC1,CXXC1-208,4.149030400607582,0.0,0.0,0.0,0,False
HMGB1,bladder,HMGB1-208,CREBZF,CREBZF-202,5.357972574095789,0.07606113154451878,0.9239388684554812,uterus,HMGB1-201,PA2G4,PA2G4-206,5.071209210973127,0.8681032988618638,0.13189670113813623,0.0,0,False
SFI1,bladder,SFI1-202,SOX15,SOX15-203,5.307983716204177,0.0,0.0,uterus,SFI1-221,IRF3,IRF3-211,5.380163675126068,0.8873717099926205,0.1126282900073795,0.0,0,False
TNFRSF14,bladder,TNFRSF14-201,RBCK1,RBCK1-214,5.3050435688419775,0.09381758906997435,0.9061824109300256,uterus,0,PML,PML-209,4.028167517619529,0.8990944170472476,0.10090558295275243,0.0,0,False
ENY2,bladder,ENY2-215,SOX18,SOX18-201,5.289300736333832,0.07571273561121279,0.9242872643887872,uterus,ENY2-203,MBD1,MBD1-224,4.698821354904401,0.8934430799127124,0.10655692008728757,0.0,0,False
NFKBIE,bladder,NFKBIE-204,MTA3,MTA3-203,5.274596429593913,0.09733112119859526,0.9026688788014048,uterus,0,NFKBIE,NFKBIE-204,5.301005447033856,0.8416203568294823,0.15837964317051767,0.0,0,False
BAD,bladder,BAD-203,TBX2,TBX2-203,5.240720009995016,0.1522666285320121,0.8477333714679879,uterus,BAD-201,PIN1,PIN1-201,6.618361707618753,0.8687739830791111,0.13122601692088887,0.0,0,False
DBN1,bladder,DBN1-208,CREB5,CREB5-201,5.238299058308264,0.06373087105314135,0.9362691289468587,uterus,DBN1-203,NACC2,NACC2-202,4.861517880724037,0.8485351245001725,0.15146487549982746,0.0,0,False
ZC3H14,bladder,ZC3H14-201,HLF,HLF-201,5.23023893264869,0.12792597167161385,0.8720740283283861,uterus,ZC3H14-221,E2F5,E2F5-201,4.254752591442982,0.9330026333517055,0.06699736664829448,0.0,0,False
PRUNE2,bladder,PRUNE2-207,ABL1,ABL1-202,5.225432401805787,0.11369974831644108,0.886300251683559,uterus,PRUNE2-202,TGFB1I1,TGFB1I1-203,3.845610608912235,0.9256024619970756,0.07439753800292437,0.0,0,False
MAPK3,bladder,MAPK3-211,HIC1,HIC1-207,5.224546510405911,0.08412827422965592,0.915871725770344,uterus,MAPK3-208,RELA,RELA-205,3.925963341201903,0.9250029356888431,0.07499706431115694,0.0,0,False
MON2,bladder,MON2-206,KLF8,KLF8-203,5.202619175231131,0.050370370370370385,0.9496296296296296,uterus,MON2-206,MLXIP,MLXIP-207,4.633135443808513,0.9257159728373191,0.0742840271626809,0.0,0,False
CEBPZ,bladder,CEBPZ-203,PHF1,PHF1-208,5.1914640348526495,0.08485722873459571,0.9151427712654043,uterus,0,CEBPZ,CEBPZ-201,3.830726757046875,0.8829139618272865,0.11708603817271346,0.0,0,False
EWSR1,bladder,EWSR1-216,ZBTB8A,ZBTB8A-202,5.190245576597334,0.0759512030038838,0.9240487969961162,uterus,EWSR1-215,FUS,FUS-206,4.887196291212151,0.9311349430009357,0.06886505699906431,0.0,0,False
BHLHE40,bladder,0,BHLHE40,BHLHE40-201,5.157993738431532,0.2309547324191139,0.7690452675808861,uterus,BHLHE40-201,BHLHE40,BHLHE40-203,5.689118103148956,0.7446806001132288,0.2553193998867712,0.0,0,False
COL23A1,bladder,0,ZNF281,ZNF281-201,5.152292409059311,0.10335392895263008,0.8966460710473699,uterus,COL23A1-202,RORB,RORB-201,3.85978642145448,0.8621484188781185,0.13785158112188145,0.0,0,False
ANKRD11,bladder,ANKRD11-201,HCFC1,HCFC1-201,5.149904607870055,0.0897981404277876,0.9102018595722124,uterus,ANKRD11-207,NONO,NONO-211,4.769199637887503,0.9075538471055781,0.09244615289442193,0.0,0,False
ATP2A2,bladder,0,PML,PML-209,5.13049044978708,0.10090558295275241,0.8990944170472476,uterus,ATP2A2-210,ARID1B,ARID1B-206,4.2798992813588095,0.9106772422208663,0.08932275777913368,0.0,0,False
RFX2,bladder,RFX2-209,PARP10,PARP10-207,5.116379000598507,0.08068942056922557,0.9193105794307744,uterus,0,RFX2,RFX2-201,7.831103876540629,0.935695560901397,0.06430443909860295,0.0,0,False
DIS3L2,bladder,0,IRF6,IRF6-201,5.109884459937594,0.0,0.0,uterus,DIS3L2-205,MTA1,MTA1-211,3.958260944581453,0.8888335557724614,0.11116644422753863,0.0,0,False
CD46,bladder,CD46-208,ZNF230,ZNF230-201,5.086778298902395,0.10980816645619094,0.890191833543809,uterus,CD46-212,CREBZF,CREBZF-202,4.308191601471965,0.9239388684554811,0.07606113154451888,0.0,0,False
ZNF521,bladder,0,ZNF521,ZNF521-201,5.062399060141964,0.06710604419477031,0.9328939558052297,uterus,0,ZNF521,ZNF521-201,7.318250112941699,0.9328939558052296,0.0671060441947704,0.0,0,False
FLII,bladder,FLII-213,KMT2B,KMT2B-202,5.0620453713598055,0.1153441469942306,0.8846558530057694,uterus,FLII-214,RELA,RELA-205,4.793833895432442,0.9250029356888431,0.07499706431115694,0.0,0,False
METTL23,bladder,METTL23-209,TET2,TET2-201,5.042724375522693,0.06916806916806915,0.9308319308319308,uterus,METTL23-209,LYAR,LYAR-203,5.359532643191173,0.8905744930943286,0.10942550690567143,0.0,0,False
UBP1,bladder,UBP1-204,HIRA,HIRA-201,5.041061606410531,0.11772503191942121,0.8822749680805788,uterus,0,UBP1,UBP1-204,4.086712835793337,0.863531676142336,0.13646832385766405,0.0,0,False
PJA2,bladder,0,NFIC,NFIC-206,5.022821468102877,0.10175696694386577,0.8982430330561342,uterus,PJA2-201,NCOA4,NCOA4-204,3.8744001853123375,0.8454286929472692,0.1545713070527308,0.0,0,False
MYO15B,bladder,MYO15B-233,BCLAF1,BCLAF1-211,5.0165928499920085,0.05737737898845204,0.9426226210115479,uterus,MYO15B-202,PIAS3,PIAS3-207,5.591026133745565,0.9135245698529908,0.0864754301470092,0.0,0,False
AQR,bladder,AQR-201,PURA,PURA-201,4.995699411825723,0.11265536098989115,0.8873446390101088,uterus,0,CNOT7,CNOT7-211,4.286850525467819,0.8713111319512341,0.1286888680487659,0.0,0,False
ACD,bladder,ACD-206,SLC2A4RG,SLC2A4RG-207,4.983782156099745,0.14200174957014863,0.8579982504298513,uterus,ACD-207,IRF3,IRF3-201,3.954346027518822,0.8895585718775829,0.11044142812241708,0.0,0,False
CD81,bladder,CD81-203,POU6F1,POU6F1-201,4.97685376885013,0.07444441536005032,0.9255555846399497,uterus,CD81-216,NAB2,NAB2-204,3.836713305430851,0.9165625185978694,0.08343748140213059,0.0,0,False
DHX40,bladder,DHX40-204,SIN3B,SIN3B-211,4.974472629469916,0.07593918335937319,0.9240608166406268,uterus,DHX40-201,TBL1XR1,TBL1XR1-208,4.245468461112842,0.8444228050049357,0.15557719499506428,0.0,0,False
CLK3,bladder,CLK3-203,ING4,ING4-213,4.973645218120592,0.08791208791208793,0.9120879120879121,uterus,CLK3-222,KMT2B,KMT2B-202,3.8521530593726863,0.8846558530057694,0.11534414699423057,0.0,0,False
PRKCI,bladder,PRKCI-202,EPAS1,EPAS1-206,4.959477707103268,0.11040885645993205,0.889591143540068,uterus,PRKCI-201,YAP1,YAP1-208,4.31129655288292,0.8939886760631248,0.10601132393687518,0.0,0,False
FASTK,bladder,FASTK-213,SUPT20H,SUPT20H-203,4.94366540684125,0.0,0.0,uterus,FASTK-207,RBCK1,RBCK1-214,3.979773981294055,0.9061824109300257,0.09381758906997428,0.0,0,False
SPG7,bladder,SPG7-207,E4F1,E4F1-209,4.937676538227561,0.09772859851246901,0.902271401487531,uterus,SPG7-203,NR2C1,NR2C1-212,5.371226451370877,0.9037363126246752,0.09626368737532476,0.0,0,False
MOV10,bladder,MOV10-214,PHF1,PHF1-202,4.9322582789681615,0.0931258504691398,0.9068741495308602,uterus,MOV10-215,KMT2B,KMT2B-202,5.214112585269494,0.8846558530057694,0.11534414699423057,0.0,0,False
KLC2,bladder,KLC2-212,ABL1,ABL1-201,4.929887765711896,0.14118354515447143,0.8588164548455286,uterus,0,E2F4,E2F4-208,4.389553175386216,0.9246798151218996,0.07532018487810044,-3.12158077564618,Downregulated,False
NARF,bladder,NARF-204,CHD4,CHD4-206,4.921800851926204,0.10428560386046666,0.8957143961395333,uterus,NARF-208,ZNF160,ZNF160-213,4.446249598187307,0.9260053329489766,0.07399466705102342,0.0,0,False
PABPN1,bladder,PABPN1-207,NFATC4,NFATC4-220,4.901334733197508,0.08445944382482659,0.9155405561751734,uterus,0,MED15,MED15-231,3.9705688954131375,0.908292725756179,0.09170727424382097,0.0,0,False
PCDHGA6,bladder,0,HMGB1,HMGB1-205,4.892704989532237,0.11044256930290325,0.8895574306970968,uterus,PCDHGA6-201,KDM3B,KDM3B-201,4.365886426521441,0.8770847854226824,0.12291521457731758,0.0,0,False
XRCC5,bladder,XRCC5-209,DNMT1,DNMT1-224,4.892088217125532,0.13249292244252917,0.8675070775574708,uterus,0,HMGB1,HMGB1-201,5.290316320969552,0.9100527186175758,0.08994728138242425,0.0,0,False
SFSWAP,bladder,SFSWAP-203,PREB,PREB-201,4.879884856947432,0.06781537507703776,0.9321846249229623,uterus,0,PHF1,PHF1-202,3.9660970824982233,0.9068741495308601,0.0931258504691399,0.0,0,False
ACACB,bladder,ACACB-206,HSF4,HSF4-222,4.871353903050553,0.18672644440933275,0.8132735555906673,uterus,ACACB-207,ZNF76,ZNF76-201,3.8191190366413887,0.9127635934618512,0.08723640653814879,0.0,0,False
RBM39,bladder,RBM39-222,SIN3B,SIN3B-210,4.869729587787819,0.055120629191238175,0.9448793708087618,uterus,RBM39-225,ZNF224,ZNF224-201,3.857714904429752,0.90230073442774,0.09769926557226005,0.0,0,False
NUCB1,bladder,NUCB1-212,SMARCC2,SMARCC2-211,4.843899215826774,0.09268077601410933,0.9073192239858907,uterus,NUCB1-203,BHLHE40,BHLHE40-201,3.968719575368406,0.7690452675808861,0.2309547324191139,0.0,0,False
CYP7B1,bladder,0,SLC2A4RG,SLC2A4RG-201,4.821757542769116,0.14252663550293043,0.8574733644970696,uterus,0,NFIB,NFIB-205,4.258778139262093,0.8889938985203724,0.11100610147962764,0.0,0,False
COL21A1,bladder,COL21A1-209,ZMYND11,ZMYND11-214,4.816773334446159,0.13080751925015333,0.8691924807498467,uterus,0,TET2,TET2-202,4.260067641100887,0.9233735595680973,0.0766264404319027,0.0,0,False
THBS3,bladder,THBS3-201,ZFP90,ZFP90-201,4.809338069728263,0.088652346001614,0.911347653998386,uterus,THBS3-207,MAFK,MAFK-202,3.994447703909258,0.927286856846809,0.072713143153191,3.42388056379549,Upregulated,False
DVL2,bladder,DVL2-211,HDAC7,HDAC7-217,4.8081221998915975,0.09585954370481649,0.9041404562951835,uterus,DVL2-213,L3MBTL1,L3MBTL1-201,4.449660786549615,0.912369496141625,0.08763050385837501,0.0,0,False
MAZ,bladder,MAZ-201,FOS,FOS-201,4.8041174175833685,0.2917840486862,0.7082159513138,uterus,0,NR2F6,NR2F6-201,5.876769664484058,0.8371071868029375,0.1628928131970625,0.0,0,False
DHX58,bladder,DHX58-205,TET1,TET1-201,4.802728223338296,0.06282828282828283,0.9371717171717172,uterus,DHX58-205,YAP1,YAP1-208,4.692967420618968,0.8939886760631248,0.10601132393687518,0.0,0,False
LAMB2,bladder,LAMB2-206,KAT2A,KAT2A-202,4.780903665592739,0.0822151026806797,0.9177848973193203,uterus,LAMB2-207,RBCK1,RBCK1-214,4.277164122277922,0.9061824109300257,0.09381758906997428,0.0,0,False
NMT1,bladder,0,HTATIP2,HTATIP2-202,4.761486440870056,0.0,0.0,uterus,NMT1-204,DMTF1,DMTF1-229,4.255051538842988,0.9215581718423306,0.07844182815766942,0.0,0,False
HNRNPK,bladder,HNRNPK-206,KAT8,KAT8-205,4.757456231579552,0.10825371673579716,0.8917462832642028,uterus,HNRNPK-206,DR1,DR1-201,5.892971833337541,0.8861563631300473,0.11384363686995269,0.0,0,False
NFATC4,bladder,0,ATF5,ATF5-202,4.7539631052525895,0.0,0.0,uterus,NFATC4-224,NFATC4,NFATC4-220,3.9271266530753,0.9155405561751735,0.08445944382482651,0.0,0,False
FARP2,bladder,FARP2-222,NONO,NONO-211,4.694230361206664,0.0924461528944219,0.9075538471055781,uterus,FARP2-211,NR2C1,NR2C1-212,3.8187455342308567,0.9037363126246752,0.09626368737532476,0.0,0,False
MZF1,bladder,0,HINFP,HINFP-211,4.692694386587432,0.07876712328767126,0.9212328767123288,uterus,MZF1-204,EWSR1,EWSR1-217,4.061012907793463,0.920581822667929,0.07941817733207102,0.0,0,False
TRIP12,bladder,TRIP12-216,ZNF451,ZNF451-208,4.691846627997033,0.12796780684104633,0.8720321931589536,uterus,TRIP12-201,PBRM1,PBRM1-203,4.159436879814448,0.8931569704290978,0.10684302957090219,0.0,0,False
RFX3,bladder,0,ATOH8,ATOH8-201,4.690998879308047,0.11929561900687986,0.8807043809931201,uterus,RFX3-202,ZEB2,ZEB2-218,4.055084822588026,0.9016025852403876,0.09839741475961239,0.0,0,False
AMPD2,bladder,AMPD2-213,ATF6B,ATF6B-213,4.6876901077928,0.09259895620798521,0.9074010437920148,uterus,AMPD2-220,DOT1L,DOT1L-201,4.062674781318293,0.9083761366785463,0.09162386332145367,0.0,0,False
TAF5,bladder,0,TAF5,TAF5-201,4.683494426940328,0.09969458087415907,0.9003054191258409,uterus,0,TAF5,TAF5-201,4.6877209644087445,0.9003054191258409,0.09969458087415906,0.0,0,False
S100PBP,bladder,S100PBP-215,ZNF281,ZNF281-201,4.662689581974743,0.10335392895263008,0.8966460710473699,uterus,0,ZNF224,ZNF224-201,4.30984407448578,0.90230073442774,0.09769926557226005,0.0,0,False
DHX33,bladder,DHX33-201,NKRF,NKRF-201,4.654134274557489,0.11645328426190572,0.8835467157380943,uterus,DHX33-205,KMT2D,KMT2D-201,4.142552257806427,0.9153716142592171,0.08462838574078291,0.0,0,False
COQ8A,bladder,COQ8A-206,MEIS3,MEIS3-204,4.645193152499106,0.027650753066032343,0.9723492469339676,uterus,0,SATB1,SATB1-209,4.141305016681408,0.766510112144158,0.23348988785584202,0.0,0,False
MAX,bladder,MAX-201,STAT3,STAT3-203,4.642838665743609,0.13998944982250044,0.8600105501774995,uterus,0,MAX,MAX-202,3.9618927455483433,0.9191015525062234,0.08089844749377662,0.0,0,False
CLASP2,bladder,CLASP2-213,RARB,RARB-201,4.640918905867816,0.09956421285947747,0.9004357871405225,uterus,CLASP2-206,ZNF76,ZNF76-201,4.095925339728102,0.9127635934618512,0.08723640653814879,0.0,0,False
ZNF444,bladder,0,ZNF444,ZNF444-201,4.638863375585848,0.11789649237975273,0.8821035076202473,uterus,0,ZNF444,ZNF444-211,4.061289954836502,0.8865404419951013,0.11345955800489871,0.0,0,False
EOLA2,bladder,0,ETS1,ETS1-201,4.638752549613046,0.15292384693360359,0.8470761530663964,uterus,0,SIN3B,SIN3B-201,5.246161669722949,0.9329040638596541,0.06709593614034592,0.0,0,False
SNX5,bladder,SNX5-205,NCOA4,NCOA4-206,4.635685128107713,0.0,0.0,uterus,SNX5-218,HDAC1,HDAC1-206,5.802852937048785,0.9067870729960372,0.09321292700396278,0.0,0,False
MRPL21,bladder,MRPL21-201,FOS,FOS-204,4.635511216770239,0.35788255865660723,0.6421174413433928,uterus,MRPL21-207,MEF2B,MEF2B-201,4.149708091496052,0.9288698805628918,0.07113011943710823,0.0,0,False
CIDEB,bladder,CIDEB-203,WWTR1,WWTR1-201,4.628484820691204,0.15419623342016228,0.8458037665798377,uterus,CIDEB-203,ZC3H8,ZC3H8-201,4.5030665517176205,0.9188901655389591,0.08110983446104092,0.0,0,False
ATP5F1A,bladder,ATP5F1A-204,ZNF76,ZNF76-211,4.621319911773813,0.08023486293429079,0.9197651370657092,uterus,0,PRDM2,PRDM2-204,4.086212807773544,0.8916107967756937,0.10838920322430634,0.0,0,False
SART1,bladder,SART1-201,HIPK2,HIPK2-201,4.617350973059399,0.14400000000000004,0.856,uterus,0,NSD2,NSD2-207,3.8305022200903,0.8962688967513671,0.10373110324863288,0.0,0,False
CD151,bladder,CD151-209,TOB1,TOB1-202,4.6134884768851245,0.3325049066593637,0.6674950933406363,uterus,0,TGFB1I1,TGFB1I1-203,4.096419677600685,0.9256024619970756,0.07439753800292437,0.0,0,False
CREB3L4,bladder,CREB3L4-205,ZNF160,ZNF160-213,4.593049007060335,0.07399466705102335,0.9260053329489767,uterus,CREB3L4-209,MTA3,MTA3-215,4.51578231826619,0.933240133840583,0.06675986615941698,0.0,0,False
CDH4,bladder,CDH4-203,NCOA2,NCOA2-201,4.580201241007872,0.15783878890070024,0.8421612110992998,uterus,0,HIVEP2,HIVEP2-202,5.055300709550458,0.8665119259178664,0.1334880740821336,0.0,0,False
GAK,bladder,GAK-217,HMG20B,HMG20B-211,4.575329196289515,0.07105277886606597,0.928947221133934,uterus,GAK-204,STAT6,STAT6-217,5.086110024777598,0.8931068525756327,0.10689314742436729,0.0,0,False
ATXN2L,bladder,ATXN2L-209,SF1,SF1-216,4.567101549664561,0.10444265870738147,0.8955573412926185,uterus,ATXN2L-201,RELA,RELA-205,3.915699274265135,0.9250029356888431,0.07499706431115694,0.0,0,False
ADAMTS15,bladder,ADAMTS15-201,KLF9,KLF9-201,4.563514540579591,0.09790027292467679,0.9020997270753233,uterus,ADAMTS15-201,HEYL,HEYL-201,4.941938742768292,0.9570753845497912,0.04292461545020876,0.0,0,False
MED17,bladder,MED17-229,RELA,RELA-214,4.559871131334263,0.11010492548285769,0.8898950745171423,uterus,MED17-204,IRF3,IRF3-218,5.460240673646025,0.9071142049454172,0.09288579505458283,-3.71232896726781,Downregulated,False
ZKSCAN4,bladder,ZKSCAN4-201,SUPT20H,SUPT20H-221,4.553720314774657,0.09399299713519169,0.9060070028648083,uterus,0,ZKSCAN4,ZKSCAN4-201,9.544887835050927,0.8951133407655146,0.10488665923448537,0.0,0,False
COX15,bladder,COX15-201,SMARCA4,SMARCA4-201,4.5497038544693496,0.11748019172454273,0.8825198082754573,uterus,0,CARF,CARF-202,4.023131381078095,0.8914775044175615,0.10852249558243854,0.0,0,False
PRR14,bladder,PRR14-202,MTA1,MTA1-201,4.541577216727501,0.1190215554608637,0.8809784445391363,uterus,PRR14-204,MLXIP,MLXIP-207,4.204058183293432,0.9257159728373191,0.0742840271626809,0.0,0,False
AOPEP,bladder,AOPEP-213,HDAC5,HDAC5-204,4.5347057265337325,0.08740831928165768,0.9125916807183423,uterus,AOPEP-212,RBPJ,RBPJ-202,4.362292594958292,0.9022704406855997,0.0977295593144003,0.0,0,False
HSF1,bladder,0,LRRFIP1,LRRFIP1-203,4.53044944106351,0.09700781167955153,0.9029921883204485,uterus,0,MECP2,MECP2-205,4.781462984490524,0.896202061472746,0.10379793852725405,0.0,0,False
PUF60,bladder,PUF60-217,ZNF274,ZNF274-203,4.517091156651822,0.0,0.0,uterus,PUF60-219,MTA2,MTA2-201,4.303560657173977,0.8802809800692367,0.11971901993076328,0.0,0,False
ATP1A1,bladder,0,SMARCB1,SMARCB1-204,4.513836624702488,0.11568348006766205,0.884316519932338,uterus,ATP1A1-201,YAP1,YAP1-208,3.854194636870666,0.8939886760631248,0.10601132393687518,0.0,0,False
SMARCC2,bladder,SMARCC2-211,MAML1,MAML1-201,4.50932680160713,0.09821266011411417,0.9017873398858858,uterus,SMARCC2-201,HDAC1,HDAC1-203,4.304873553788264,0.9097431778857794,0.09025682211422059,0.0,0,False
DHPS,bladder,DHPS-212,DNMT1,DNMT1-214,4.507651721069167,0.10407746204748933,0.8959225379525106,uterus,DHPS-212,ZNF76,ZNF76-201,6.442056808012525,0.9127635934618512,0.08723640653814879,0.0,0,False
PBX1,bladder,PBX1-207,TSG101,TSG101-212,4.4972342803766265,0.0,0.0,uterus,0,PBX1,PBX1-203,4.987355590443176,0.9497173193736039,0.05028268062639607,1.58203215922777,Upregulated,False
NDUFS8,bladder,NDUFS8-208,HSF2,HSF2-201,4.476860846091859,0.10500459187625172,0.8949954081237483,uterus,0,DRAP1,DRAP1-201,3.902201860786532,0.8845044063177253,0.11549559368227469,0.0,0,False
RBM33,bladder,RBM33-206,CREB3L4,CREB3L4-213,4.474369397950438,0.07360788069503355,0.9263921193049665,uterus,RBM33-203,ZNF76,ZNF76-201,4.925428272907815,0.9127635934618512,0.08723640653814879,0.0,0,False
PI4KB,bladder,PI4KB-212,NCOR1,NCOR1-221,4.4732646482178495,0.10585740049277347,0.8941425995072265,uterus,PI4KB-212,DMAP1,DMAP1-214,3.9618724279261,0.9097099654908986,0.09029003450910145,0.0,0,False
